id,url,selector
carregadores:Cabo USB-C + Fonte 25W,https://mercadolivre.com/sec/1tNhNAF
carregadores:Cabo iPhone (C/8 pinos) 1m,https://mercadolivre.com/sec/1BBBZxJ
